Total Nacional;Comunidades y Ciudades Autónomas;Superficie útil de la vivienda;Tamaño del hogar;periodo;Total
Total Nacional;Rioja, La;Entre 76 y 105 m2;6 personas;2018;0,7
Total Nacional;Rioja, La;Entre 76 y 105 m2;6 personas;2017;0,3
Total Nacional;Rioja, La;Entre 76 y 105 m2;6 personas;2016;0,5
Total Nacional;Rioja, La;Entre 76 y 105 m2;6 personas;2015;0,3
Total Nacional;Rioja, La;Entre 76 y 105 m2;6 personas;2014;0,6
Total Nacional;Rioja, La;Entre 76 y 105 m2;6 personas;2013;0,8
Total Nacional;Rioja, La;Entre 76 y 105 m2;7 personas;2020;0,9
Total Nacional;Rioja, La;Entre 76 y 105 m2;7 personas;2019;0,3
Total Nacional;Rioja, La;Entre 76 y 105 m2;7 personas;2018;..
Total Nacional;Rioja, La;Entre 76 y 105 m2;7 personas;2017;0,1
Total Nacional;Rioja, La;Entre 76 y 105 m2;7 personas;2016;0,1
Total Nacional;Rioja, La;Entre 76 y 105 m2;7 personas;2015;0,2
Total Nacional;Rioja, La;Entre 76 y 105 m2;7 personas;2014;0,2
Total Nacional;Rioja, La;Entre 76 y 105 m2;7 personas;2013;..
Total Nacional;Rioja, La;Entre 76 y 105 m2;8 personas o más;2020;..
Total Nacional;Rioja, La;Entre 76 y 105 m2;8 personas o más;2019;..
Total Nacional;Rioja, La;Entre 76 y 105 m2;8 personas o más;2018;0,3
Total Nacional;Rioja, La;Entre 76 y 105 m2;8 personas o más;2017;0,3
Total Nacional;Rioja, La;Entre 76 y 105 m2;8 personas o más;2016;0,1
Total Nacional;Rioja, La;Entre 76 y 105 m2;8 personas o más;2015;0,1
Total Nacional;Rioja, La;Entre 76 y 105 m2;8 personas o más;2014;0,1
Total Nacional;Rioja, La;Entre 76 y 105 m2;8 personas o más;2013;0,1
Total Nacional;Rioja, La;Entre 106 y 150 m2;Total;2020;24,4
Total Nacional;Rioja, La;Entre 106 y 150 m2;Total;2019;26,4
Total Nacional;Rioja, La;Entre 106 y 150 m2;Total;2018;23,8
Total Nacional;Rioja, La;Entre 106 y 150 m2;Total;2017;20,3
Total Nacional;Rioja, La;Entre 106 y 150 m2;Total;2016;20,7
Total Nacional;Rioja, La;Entre 106 y 150 m2;Total;2015;21,6
Total Nacional;Rioja, La;Entre 106 y 150 m2;Total;2014;20,4
Total Nacional;Rioja, La;Entre 106 y 150 m2;Total;2013;19,1
Total Nacional;Rioja, La;Entre 106 y 150 m2;1 persona;2020;5,6
Total Nacional;Rioja, La;Entre 106 y 150 m2;1 persona;2019;5,6
Total Nacional;Rioja, La;Entre 106 y 150 m2;1 persona;2018;4,4
Total Nacional;Rioja, La;Entre 106 y 150 m2;1 persona;2017;4,8
Total Nacional;Rioja, La;Entre 106 y 150 m2;1 persona;2016;6,4
Total Nacional;Rioja, La;Entre 106 y 150 m2;1 persona;2015;4,2
Total Nacional;Rioja, La;Entre 106 y 150 m2;1 persona;2014;5,0
Total Nacional;Rioja, La;Entre 106 y 150 m2;1 persona;2013;3,6
Total Nacional;Rioja, La;Entre 106 y 150 m2;2 personas;2020;8,9
Total Nacional;Rioja, La;Entre 106 y 150 m2;2 personas;2019;8,4
Total Nacional;Rioja, La;Entre 106 y 150 m2;2 personas;2018;8,5
Total Nacional;Rioja, La;Entre 106 y 150 m2;2 personas;2017;8,1
Total Nacional;Rioja, La;Entre 106 y 150 m2;2 personas;2016;5,8
Total Nacional;Rioja, La;Entre 106 y 150 m2;2 personas;2015;6,3
Total Nacional;Rioja, La;Entre 106 y 150 m2;2 personas;2014;6,5
Total Nacional;Rioja, La;Entre 106 y 150 m2;2 personas;2013;5,5
Total Nacional;Rioja, La;Entre 106 y 150 m2;3 personas;2020;4,3
Total Nacional;Rioja, La;Entre 106 y 150 m2;3 personas;2019;4,8
Total Nacional;Rioja, La;Entre 106 y 150 m2;3 personas;2018;5,3
Total Nacional;Rioja, La;Entre 106 y 150 m2;3 personas;2017;3,4
Total Nacional;Rioja, La;Entre 106 y 150 m2;3 personas;2016;4,0
Total Nacional;Rioja, La;Entre 106 y 150 m2;3 personas;2015;5,6
Total Nacional;Rioja, La;Entre 106 y 150 m2;3 personas;2014;3,8
Total Nacional;Rioja, La;Entre 106 y 150 m2;3 personas;2013;4,2
Total Nacional;Rioja, La;Entre 106 y 150 m2;4 personas;2020;4,5
Total Nacional;Rioja, La;Entre 106 y 150 m2;4 personas;2019;6,0
Total Nacional;Rioja, La;Entre 106 y 150 m2;4 personas;2018;4,4
Total Nacional;Rioja, La;Entre 106 y 150 m2;4 personas;2017;2,8
Total Nacional;Rioja, La;Entre 106 y 150 m2;4 personas;2016;3,7
Total Nacional;Rioja, La;Entre 106 y 150 m2;4 personas;2015;3,6
Total Nacional;Rioja, La;Entre 106 y 150 m2;4 personas;2014;4,1
Total Nacional;Rioja, La;Entre 106 y 150 m2;4 personas;2013;4,3
Total Nacional;Rioja, La;Entre 106 y 150 m2;5 personas;2020;0,6
Total Nacional;Rioja, La;Entre 106 y 150 m2;5 personas;2019;0,7
Total Nacional;Rioja, La;Entre 106 y 150 m2;5 personas;2018;0,7
Total Nacional;Rioja, La;Entre 106 y 150 m2;5 personas;2017;1,2
Total Nacional;Rioja, La;Entre 106 y 150 m2;5 personas;2016;0,5
Total Nacional;Rioja, La;Entre 106 y 150 m2;5 personas;2015;1,5
Total Nacional;Rioja, La;Entre 106 y 150 m2;5 personas;2014;0,7
Total Nacional;Rioja, La;Entre 106 y 150 m2;5 personas;2013;0,9
Total Nacional;Rioja, La;Entre 106 y 150 m2;6 personas;2020;0,3
Total Nacional;Rioja, La;Entre 106 y 150 m2;6 personas;2019;0,7
Total Nacional;Rioja, La;Entre 106 y 150 m2;6 personas;2018;0,6
Total Nacional;Rioja, La;Entre 106 y 150 m2;6 personas;2017;..
Total Nacional;Rioja, La;Entre 106 y 150 m2;6 personas;2016;0,1
Total Nacional;Rioja, La;Entre 106 y 150 m2;6 personas;2015;0,2
Total Nacional;Rioja, La;Entre 106 y 150 m2;6 personas;2014;0,1
Total Nacional;Rioja, La;Entre 106 y 150 m2;6 personas;2013;0,4
Total Nacional;Rioja, La;Entre 106 y 150 m2;7 personas;2020;0,3
Total Nacional;Rioja, La;Entre 106 y 150 m2;7 personas;2019;0,2
Total Nacional;Rioja, La;Entre 106 y 150 m2;7 personas;2018;..
Total Nacional;Rioja, La;Entre 106 y 150 m2;7 personas;2017;..
Total Nacional;Rioja, La;Entre 106 y 150 m2;7 personas;2016;0,1
Total Nacional;Rioja, La;Entre 106 y 150 m2;7 personas;2015;..
Total Nacional;Rioja, La;Entre 106 y 150 m2;7 personas;2014;..
Total Nacional;Rioja, La;Entre 106 y 150 m2;7 personas;2013;..
Total Nacional;Rioja, La;Entre 106 y 150 m2;8 personas o más;2020;..
Total Nacional;Rioja, La;Entre 106 y 150 m2;8 personas o más;2019;..
Total Nacional;Rioja, La;Entre 106 y 150 m2;8 personas o más;2018;..
Total Nacional;Rioja, La;Entre 106 y 150 m2;8 personas o más;2017;..
Total Nacional;Rioja, La;Entre 106 y 150 m2;8 personas o más;2016;..
Total Nacional;Rioja, La;Entre 106 y 150 m2;8 personas o más;2015;0,2
Total Nacional;Rioja, La;Entre 106 y 150 m2;8 personas o más;2014;0,2
Total Nacional;Rioja, La;Entre 106 y 150 m2;8 personas o más;2013;0,1
Total Nacional;Rioja, La;Más de 150 m2;Total;2020;8,7
Total Nacional;Rioja, La;Más de 150 m2;Total;2019;6,7
Total Nacional;Rioja, La;Más de 150 m2;Total;2018;11,6
Total Nacional;Rioja, La;Más de 150 m2;Total;2017;12,4
Total Nacional;Rioja, La;Más de 150 m2;Total;2016;9,2
Total Nacional;Rioja, La;Más de 150 m2;Total;2015;8,0
Total Nacional;Rioja, La;Más de 150 m2;Total;2014;7,9
Total Nacional;Rioja, La;Más de 150 m2;Total;2013;10,5
Total Nacional;Rioja, La;Más de 150 m2;1 persona;2020;2,2
Total Nacional;Rioja, La;Más de 150 m2;1 persona;2019;1,6
Total Nacional;Rioja, La;Más de 150 m2;1 persona;2018;2,0
Total Nacional;Rioja, La;Más de 150 m2;1 persona;2017;3,1
Total Nacional;Rioja, La;Más de 150 m2;1 persona;2016;1,2
Total Nacional;Rioja, La;Más de 150 m2;1 persona;2015;1,8
Total Nacional;Rioja, La;Más de 150 m2;1 persona;2014;2,0
Total Nacional;Rioja, La;Más de 150 m2;1 persona;2013;2,4
Total Nacional;Rioja, La;Más de 150 m2;2 personas;2020;2,9
Total Nacional;Rioja, La;Más de 150 m2;2 personas;2019;3,1
Total Nacional;Rioja, La;Más de 150 m2;2 personas;2018;3,9
Total Nacional;Rioja, La;Más de 150 m2;2 personas;2017;3,7
Total Nacional;Rioja, La;Más de 150 m2;2 personas;2016;3,8
Total Nacional;Rioja, La;Más de 150 m2;2 personas;2015;1,9
Total Nacional;Rioja, La;Más de 150 m2;2 personas;2014;2,3
Total Nacional;Rioja, La;Más de 150 m2;2 personas;2013;3,5
Total Nacional;Rioja, La;Más de 150 m2;3 personas;2020;1,6
Total Nacional;Rioja, La;Más de 150 m2;3 personas;2019;1,3
Total Nacional;Rioja, La;Más de 150 m2;3 personas;2018;3,0
Total Nacional;Rioja, La;Más de 150 m2;3 personas;2017;2,1
Total Nacional;Rioja, La;Más de 150 m2;3 personas;2016;1,0
Total Nacional;Rioja, La;Más de 150 m2;3 personas;2015;1,6
Total Nacional;Rioja, La;Más de 150 m2;3 personas;2014;1,9
Total Nacional;Rioja, La;Más de 150 m2;3 personas;2013;1,8
Total Nacional;Rioja, La;Más de 150 m2;4 personas;2020;1,6
Total Nacional;Rioja, La;Más de 150 m2;4 personas;2019;0,4
Total Nacional;Rioja, La;Más de 150 m2;4 personas;2018;1,8
Total Nacional;Rioja, La;Más de 150 m2;4 personas;2017;2,3
Total Nacional;Rioja, La;Más de 150 m2;4 personas;2016;2,2
Total Nacional;Rioja, La;Más de 150 m2;4 personas;2015;2,0
Total Nacional;Rioja, La;Más de 150 m2;4 personas;2014;1,4
Total Nacional;Rioja, La;Más de 150 m2;4 personas;2013;2,3
Total Nacional;Rioja, La;Más de 150 m2;5 personas;2020;0,2
Total Nacional;Rioja, La;Más de 150 m2;5 personas;2019;0,3
Total Nacional;Rioja, La;Más de 150 m2;5 personas;2018;0,9
Total Nacional;Rioja, La;Más de 150 m2;5 personas;2017;1,1
Total Nacional;Rioja, La;Más de 150 m2;5 personas;2016;0,7
Total Nacional;Rioja, La;Más de 150 m2;5 personas;2015;0,1
Total Nacional;Rioja, La;Más de 150 m2;5 personas;2014;0,3
Total Nacional;Rioja, La;Más de 150 m2;5 personas;2013;0,3
Total Nacional;Rioja, La;Más de 150 m2;6 personas;2020;0,2
Total Nacional;Rioja, La;Más de 150 m2;6 personas;2019;..
Total Nacional;Rioja, La;Más de 150 m2;6 personas;2018;..
Total Nacional;Rioja, La;Más de 150 m2;6 personas;2017;0,2
Total Nacional;Rioja, La;Más de 150 m2;6 personas;2016;0,1
Total Nacional;Rioja, La;Más de 150 m2;6 personas;2015;0,5
Total Nacional;Rioja, La;Más de 150 m2;6 personas;2014;..
Total Nacional;Rioja, La;Más de 150 m2;6 personas;2013;0,1
Total Nacional;Rioja, La;Más de 150 m2;7 personas;2020;..
Total Nacional;Rioja, La;Más de 150 m2;7 personas;2019;..
Total Nacional;Rioja, La;Más de 150 m2;7 personas;2018;..
Total Nacional;Rioja, La;Más de 150 m2;7 personas;2017;0,1
Total Nacional;Rioja, La;Más de 150 m2;7 personas;2016;..
Total Nacional;Rioja, La;Más de 150 m2;7 personas;2015;..
Total Nacional;Rioja, La;Más de 150 m2;7 personas;2014;..
Total Nacional;Rioja, La;Más de 150 m2;7 personas;2013;..
Total Nacional;Rioja, La;Más de 150 m2;8 personas o más;2020;..
Total Nacional;Rioja, La;Más de 150 m2;8 personas o más;2019;..
Total Nacional;Rioja, La;Más de 150 m2;8 personas o más;2018;..
Total Nacional;Rioja, La;Más de 150 m2;8 personas o más;2017;..
Total Nacional;Rioja, La;Más de 150 m2;8 personas o más;2016;0,1
Total Nacional;Rioja, La;Más de 150 m2;8 personas o más;2015;..
Total Nacional;Rioja, La;Más de 150 m2;8 personas o más;2014;..
Total Nacional;Rioja, La;Más de 150 m2;8 personas o más;2013;0,1
Total Nacional;Ceuta;Total;Total;2020;27,3
Total Nacional;Ceuta;Total;Total;2019;27,3
Total Nacional;Ceuta;Total;Total;2018;27,2
Total Nacional;Ceuta;Total;Total;2017;26,8
Total Nacional;Ceuta;Total;Total;2016;26,3
Total Nacional;Ceuta;Total;Total;2015;25,9
Total Nacional;Ceuta;Total;Total;2014;25,7
Total Nacional;Ceuta;Total;Total;2013;25,5
Total Nacional;Ceuta;Total;1 persona;2020;5,7
Total Nacional;Ceuta;Total;1 persona;2019;5,6
Total Nacional;Ceuta;Total;1 persona;2018;5,3
Total Nacional;Ceuta;Total;1 persona;2017;4,9
Total Nacional;Ceuta;Total;1 persona;2016;4,5
Total Nacional;Ceuta;Total;1 persona;2015;4,3
Total Nacional;Ceuta;Total;1 persona;2014;4,2
Total Nacional;Ceuta;Total;1 persona;2013;4,0
Total Nacional;Ceuta;Total;2 personas;2020;6,0
Total Nacional;Ceuta;Total;2 personas;2019;6,0
Total Nacional;Ceuta;Total;2 personas;2018;5,9
Total Nacional;Ceuta;Total;2 personas;2017;5,8
Total Nacional;Ceuta;Total;2 personas;2016;5,7
Total Nacional;Ceuta;Total;2 personas;2015;5,6
Total Nacional;Ceuta;Total;2 personas;2014;5,5
Total Nacional;Ceuta;Total;2 personas;2013;5,5
Total Nacional;Ceuta;Total;3 personas;2020;5,5
Total Nacional;Ceuta;Total;3 personas;2019;5,6
Total Nacional;Ceuta;Total;3 personas;2018;5,6
Total Nacional;Ceuta;Total;3 personas;2017;5,7
Total Nacional;Ceuta;Total;3 personas;2016;5,7
Total Nacional;Ceuta;Total;3 personas;2015;5,6
Total Nacional;Ceuta;Total;3 personas;2014;5,6
Total Nacional;Ceuta;Total;3 personas;2013;5,6
Total Nacional;Ceuta;Total;4 personas;2020;5,3
Total Nacional;Ceuta;Total;4 personas;2019;5,3
Total Nacional;Ceuta;Total;4 personas;2018;5,4
Total Nacional;Ceuta;Total;4 personas;2017;5,4
Total Nacional;Ceuta;Total;4 personas;2016;5,3
Total Nacional;Ceuta;Total;4 personas;2015;5,4
Total Nacional;Ceuta;Total;4 personas;2014;5,4
Total Nacional;Ceuta;Total;4 personas;2013;5,4
Total Nacional;Ceuta;Total;5 personas;2020;2,0
Total Nacional;Ceuta;Total;5 personas;2019;2,9
Total Nacional;Ceuta;Total;5 personas;2018;2,8
Total Nacional;Ceuta;Total;5 personas;2017;3,3
Total Nacional;Ceuta;Total;5 personas;2016;2,7
Total Nacional;Ceuta;Total;5 personas;2015;2,4
Total Nacional;Ceuta;Total;5 personas;2014;2,4
Total Nacional;Ceuta;Total;5 personas;2013;2,9
Total Nacional;Ceuta;Total;6 personas;2020;1,9
Total Nacional;Ceuta;Total;6 personas;2019;0,9
Total Nacional;Ceuta;Total;6 personas;2018;1,2
Total Nacional;Ceuta;Total;6 personas;2017;0,8
Total Nacional;Ceuta;Total;6 personas;2016;1,1
Total Nacional;Ceuta;Total;6 personas;2015;1,6
Total Nacional;Ceuta;Total;6 personas;2014;1,6
Total Nacional;Ceuta;Total;6 personas;2013;1,2
Total Nacional;Ceuta;Total;7 personas;2020;0,7
Total Nacional;Ceuta;Total;7 personas;2019;0,7
Total Nacional;Ceuta;Total;7 personas;2018;0,3
Total Nacional;Ceuta;Total;7 personas;2017;0,4
Total Nacional;Ceuta;Total;7 personas;2016;0,9
Total Nacional;Ceuta;Total;7 personas;2015;0,6
Total Nacional;Ceuta;Total;7 personas;2014;0,6
Total Nacional;Ceuta;Total;7 personas;2013;0,3
Total Nacional;Ceuta;Total;8 personas o más;2020;0,2
Total Nacional;Ceuta;Total;8 personas o más;2019;0,3
Total Nacional;Ceuta;Total;8 personas o más;2018;0,6
Total Nacional;Ceuta;Total;8 personas o más;2017;0,6
Total Nacional;Ceuta;Total;8 personas o más;2016;0,4
Total Nacional;Ceuta;Total;8 personas o más;2015;0,4
Total Nacional;Ceuta;Total;8 personas o más;2014;0,5
Total Nacional;Ceuta;Total;8 personas o más;2013;0,7
Total Nacional;Ceuta;Menos de 46 m2;Total;2020;1,7
Total Nacional;Ceuta;Menos de 46 m2;Total;2019;1,3
Total Nacional;Ceuta;Menos de 46 m2;Total;2018;2,5
Total Nacional;Ceuta;Menos de 46 m2;Total;2017;2,4
Total Nacional;Ceuta;Menos de 46 m2;Total;2016;1,4
Total Nacional;Ceuta;Menos de 46 m2;Total;2015;1,5
Total Nacional;Ceuta;Menos de 46 m2;Total;2014;2,5
Total Nacional;Ceuta;Menos de 46 m2;Total;2013;1,3
Total Nacional;Ceuta;Menos de 46 m2;1 persona;2020;0,3
Total Nacional;Ceuta;Menos de 46 m2;1 persona;2019;0,6
Total Nacional;Ceuta;Menos de 46 m2;1 persona;2018;0,9
Total Nacional;Ceuta;Menos de 46 m2;1 persona;2017;1,1
Total Nacional;Ceuta;Menos de 46 m2;1 persona;2016;0,6
Total Nacional;Ceuta;Menos de 46 m2;1 persona;2015;0,7
Total Nacional;Ceuta;Menos de 46 m2;1 persona;2014;1,0
Total Nacional;Ceuta;Menos de 46 m2;1 persona;2013;0,4
Total Nacional;Ceuta;Menos de 46 m2;2 personas;2020;0,8
Total Nacional;Ceuta;Menos de 46 m2;2 personas;2019;0,2
Total Nacional;Ceuta;Menos de 46 m2;2 personas;2018;0,7
Total Nacional;Ceuta;Menos de 46 m2;2 personas;2017;0,7
Total Nacional;Ceuta;Menos de 46 m2;2 personas;2016;0,0
Total Nacional;Ceuta;Menos de 46 m2;2 personas;2015;0,4
Total Nacional;Ceuta;Menos de 46 m2;2 personas;2014;0,7
Total Nacional;Ceuta;Menos de 46 m2;2 personas;2013;0,2
Total Nacional;Ceuta;Menos de 46 m2;3 personas;2020;0,5
Total Nacional;Ceuta;Menos de 46 m2;3 personas;2019;0,1
Total Nacional;Ceuta;Menos de 46 m2;3 personas;2018;0,3
Total Nacional;Ceuta;Menos de 46 m2;3 personas;2017;0,1
Total Nacional;Ceuta;Menos de 46 m2;3 personas;2016;0,4
Total Nacional;Ceuta;Menos de 46 m2;3 personas;2015;0,2
Total Nacional;Ceuta;Menos de 46 m2;3 personas;2014;0,4
Total Nacional;Ceuta;Menos de 46 m2;3 personas;2013;0,2
Total Nacional;Ceuta;Menos de 46 m2;4 personas;2020;0,1
Total Nacional;Ceuta;Menos de 46 m2;4 personas;2019;0,1
Total Nacional;Ceuta;Menos de 46 m2;4 personas;2018;0,4
Total Nacional;Ceuta;Menos de 46 m2;4 personas;2017;0,3
Total Nacional;Ceuta;Menos de 46 m2;4 personas;2016;0,1
Total Nacional;Ceuta;Menos de 46 m2;4 personas;2015;0,1
Total Nacional;Ceuta;Menos de 46 m2;4 personas;2014;0,2
Total Nacional;Ceuta;Menos de 46 m2;4 personas;2013;0,1
Total Nacional;Ceuta;Menos de 46 m2;5 personas;2020;0,1
Total Nacional;Ceuta;Menos de 46 m2;5 personas;2019;0,1
Total Nacional;Ceuta;Menos de 46 m2;5 personas;2018;..
Total Nacional;Ceuta;Menos de 46 m2;5 personas;2017;0,2
Total Nacional;Ceuta;Menos de 46 m2;5 personas;2016;0,1
Total Nacional;Ceuta;Menos de 46 m2;5 personas;2015;0,1
Total Nacional;Ceuta;Menos de 46 m2;5 personas;2014;0,1
Total Nacional;Ceuta;Menos de 46 m2;5 personas;2013;0,2
Total Nacional;Ceuta;Menos de 46 m2;6 personas;2020;..
Total Nacional;Ceuta;Menos de 46 m2;6 personas;2019;..
Total Nacional;Ceuta;Menos de 46 m2;6 personas;2018;0,2
Total Nacional;Ceuta;Menos de 46 m2;6 personas;2017;..
Total Nacional;Ceuta;Menos de 46 m2;6 personas;2016;0,1
Total Nacional;Ceuta;Menos de 46 m2;6 personas;2015;..
Total Nacional;Ceuta;Menos de 46 m2;6 personas;2014;0,2
Total Nacional;Ceuta;Menos de 46 m2;6 personas;2013;0,2
Total Nacional;Ceuta;Menos de 46 m2;7 personas;2020;..
Total Nacional;Ceuta;Menos de 46 m2;7 personas;2019;..
Total Nacional;Ceuta;Menos de 46 m2;7 personas;2018;..
Total Nacional;Ceuta;Menos de 46 m2;7 personas;2017;0,1
Total Nacional;Ceuta;Menos de 46 m2;7 personas;2016;..
Total Nacional;Ceuta;Menos de 46 m2;7 personas;2015;..
Total Nacional;Ceuta;Menos de 46 m2;7 personas;2014;..
Total Nacional;Ceuta;Menos de 46 m2;7 personas;2013;..
Total Nacional;Ceuta;Menos de 46 m2;8 personas o más;2020;..
Total Nacional;Ceuta;Menos de 46 m2;8 personas o más;2019;..
Total Nacional;Ceuta;Menos de 46 m2;8 personas o más;2018;..
Total Nacional;Ceuta;Menos de 46 m2;8 personas o más;2017;..
Total Nacional;Ceuta;Menos de 46 m2;8 personas o más;2016;..
Total Nacional;Ceuta;Menos de 46 m2;8 personas o más;2015;0,1
Total Nacional;Ceuta;Menos de 46 m2;8 personas o más;2014;..
Total Nacional;Ceuta;Menos de 46 m2;8 personas o más;2013;0,1
Total Nacional;Ceuta;Entre 46 y 75 m2;Total;2020;9,6
Total Nacional;Ceuta;Entre 46 y 75 m2;Total;2019;11,6
Total Nacional;Ceuta;Entre 46 y 75 m2;Total;2018;11,3
Total Nacional;Ceuta;Entre 46 y 75 m2;Total;2017;11,2
Total Nacional;Ceuta;Entre 46 y 75 m2;Total;2016;12,3
Total Nacional;Ceuta;Entre 46 y 75 m2;Total;2015;9,6
Total Nacional;Ceuta;Entre 46 y 75 m2;Total;2014;9,5
Total Nacional;Ceuta;Entre 46 y 75 m2;Total;2013;13,0
Total Nacional;Ceuta;Entre 46 y 75 m2;1 persona;2020;2,4
Total Nacional;Ceuta;Entre 46 y 75 m2;1 persona;2019;2,5
Total Nacional;Ceuta;Entre 46 y 75 m2;1 persona;2018;2,5
Total Nacional;Ceuta;Entre 46 y 75 m2;1 persona;2017;2,3
Total Nacional;Ceuta;Entre 46 y 75 m2;1 persona;2016;2,2
Total Nacional;Ceuta;Entre 46 y 75 m2;1 persona;2015;2,1
Total Nacional;Ceuta;Entre 46 y 75 m2;1 persona;2014;1,8
Total Nacional;Ceuta;Entre 46 y 75 m2;1 persona;2013;2,6
Total Nacional;Ceuta;Entre 46 y 75 m2;2 personas;2020;2,3
Total Nacional;Ceuta;Entre 46 y 75 m2;2 personas;2019;2,9
Total Nacional;Ceuta;Entre 46 y 75 m2;2 personas;2018;2,8
Total Nacional;Ceuta;Entre 46 y 75 m2;2 personas;2017;2,5
Total Nacional;Ceuta;Entre 46 y 75 m2;2 personas;2016;3,2
Total Nacional;Ceuta;Entre 46 y 75 m2;2 personas;2015;2,2
Total Nacional;Ceuta;Entre 46 y 75 m2;2 personas;2014;2,4
Total Nacional;Ceuta;Entre 46 y 75 m2;2 personas;2013;3,0
Total Nacional;Ceuta;Entre 46 y 75 m2;3 personas;2020;2,0
Total Nacional;Ceuta;Entre 46 y 75 m2;3 personas;2019;2,2
Total Nacional;Ceuta;Entre 46 y 75 m2;3 personas;2018;2,1
Total Nacional;Ceuta;Entre 46 y 75 m2;3 personas;2017;3,1
Total Nacional;Ceuta;Entre 46 y 75 m2;3 personas;2016;2,7
Total Nacional;Ceuta;Entre 46 y 75 m2;3 personas;2015;2,0
Total Nacional;Ceuta;Entre 46 y 75 m2;3 personas;2014;1,8
Total Nacional;Ceuta;Entre 46 y 75 m2;3 personas;2013;2,8
Total Nacional;Ceuta;Entre 46 y 75 m2;4 personas;2020;1,7
Total Nacional;Ceuta;Entre 46 y 75 m2;4 personas;2019;1,8
Total Nacional;Ceuta;Entre 46 y 75 m2;4 personas;2018;2,0
Total Nacional;Ceuta;Entre 46 y 75 m2;4 personas;2017;1,5
Total Nacional;Ceuta;Entre 46 y 75 m2;4 personas;2016;1,9
Total Nacional;Ceuta;Entre 46 y 75 m2;4 personas;2015;1,9
Total Nacional;Ceuta;Entre 46 y 75 m2;4 personas;2014;1,9
Total Nacional;Ceuta;Entre 46 y 75 m2;4 personas;2013;2,5
Total Nacional;Ceuta;Entre 46 y 75 m2;5 personas;2020;0,4
Total Nacional;Ceuta;Entre 46 y 75 m2;5 personas;2019;1,5
Total Nacional;Ceuta;Entre 46 y 75 m2;5 personas;2018;1,1
